,매장코드,매장명,매장종류,주소,위도,경도
89,1727,역삼이마트,general,서울특별시 강남구 역삼로 310 (역삼동),37.499367,127.048425
90,2217,강남세곡DT,generalDT,서울특별시 강남구 헌릉로 727 (세곡동),37.466993809277,127.118330806807
91,1120,미아뉴타운,general,서울특별시 강북구 삼양로 161 (미아동),37.618319,127.021072
92,971,강북구청사거리,general,서울특별시 강북구 도봉로 365 (수유동),37.639987861152015,127.0274331199793
93,872,미아사거리역,general,서울특별시 강북구 도봉로 32 (미아동),37.611809,127.0306971
94,254,수유역,general,서울특별시 강북구 도봉로 342 (번동),37.6380167,127.02613500000007
95,509,미아역,general,서울특별시 강북구 도봉로 196 (미아동),37.626148,127.026578
96,1858,파라스파라서울,general,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,37.66419549576315,127.01040728594249
97,1547,발산역사거리,general,서울특별시 강서구 공항대로 248 (마곡동),37.558509,126.835096
98,1625,마곡역,general,서울특별시 강서구 공항대로 168 (마곡동),37.559611,126.826298
99,1383,우장산역,general,서울특별시 강서구 강서로 267 (내발산동),37.549510038803994,126.83606164803061
100,1396,마곡사이언스타워R,reserve,서울특별시 강서구 마곡동로 62 (마곡동),37.5605261,126.833887
101,1311,방화DT,generalDT,서울특별시 강서구 방화대로 375 (방화동),37.574456834773024,126.81648812379821
102,1267,마곡나루역,general,서울특별시 강서구 마곡중앙로 161-17 (마곡동),37.56813,126.82614
103,1217,마곡GMG,general,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",37.560487,126.829667
104,1196,가양역,general,서울특별시 강서구 양천로 476 (등촌동),37.561640,126.853327
105,1114,화곡DT,generalDT,서울특별시 강서구 등촌로 57 (화곡동),37.5350107501795,126.86318804786
106,1119,양천향교역,general,서울특별시 강서구 강서로 463 (마곡동),37.566964,126.840731
107,909,화곡동,general,서울특별시 강서구 화곡로 142(화곡동),37.540619019726435,126.83738800870792
108,898,등촌,general,서울특별시 강서구 공항대로 329 (등촌동),37.5582043,126.84433919999992
109,703,염창역,general,서울특별시 강서구 공항대로 627 (염창동),37.547359,126.874436
110,731,발산역,general,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,37.56033,126.839279
111,549,까치산역,general,서울특별시 강서구 강서로13길 3 (화곡동),37.5323235082489,126.84612332664443
112,2288,염창대로,general,"서울특별시 강서구 양천로 744 (염창동), 101호",37.5485479128966,126.878259347206
113,2196,발산역5번출구,general,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",37.5579224739977,126.84054030692
114,2013,화곡역8번출구,general,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",37.54227920628,126.839299954553
115,2003,강서우장산,general,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",37.54661114997271,126.83611326062484
116,1771,등촌대로,general,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",37.55101,126.86638
117,1839,가양역사거리,general,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",37.56007,126.855372
118,1903,내발산,general,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",37.55467,126.83672
119,1940,마곡웰튼,general,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",37.5671428910102,126.825315150636
120,1998,김포공항DT,generalDT,서울특별시 강서구 개화동로 517 (방화동),37.56627942080141,126.8060664470359
121,1864,강서NC,general,서울특별시 강서구 강서로56길 17 (등촌동),37.560088,126.840534
122,1783,마곡나루공원,general,서울특별시 강서구 마곡중앙5로 47 (마곡동),37.567007,126.822246
123,2194,송정역,general,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",37.56105570786667,126.81150987871888
124,1769,강서구청사거리,general,서울특별시 강서구 화곡로 350 (화곡동),37.5549266,126.8523133
125,1546,낙성대역,general,서울특별시 관악구 남부순환로 1908 (봉천동),37.477760129939064,126.96114261955485
126,1500,관악서울대입구R,reserve,서울특별시 관악구 관악로 158 (봉천동),37.47932480888598,126.95270199623682
127,1292,신림DT,generalDT,서울특별시 관악구 남부순환로 1419 (신림동),37.480935,126.908407
128,1143,서울대역,general,서울특별시 관악구 남부순환로 1817 (봉천동),37.48166265091104,126.9520164977362
129,1094,낙성대DT,generalDT,서울특별시 관악구 남부순환로 1948 (봉천동),37.476243169019526,126.96511724631266
130,733,사당,general,서울특별시 관악구 남부순환로 2082-25,37.476137,126.980928
131,639,보라매대교,general,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,37.491449,126.925432
132,24,신림,general,서울특별시 관악구 신림로 355-1 (신림동),37.48609493,126.9291602
133,30,신림타임스트림,general,서울특별시 관악구 신림로 330 타임스트림 1층,37.48407101920536,126.93025831103377
134,468,서울대입구역,general,서울특별시 관악구 남부순환로 1812 (봉천동),37.481207389699065,126.95140060487287
135,2143,서울대입구역8번출구,general,서울특별시 관악구 남부순환로 1831 (봉천동),37.4812061,126.9536942
136,1950,봉천역,general,서울특별시 관악구 남부순환로 1730 (봉천동),37.4820375340064,126.942287792538
137,1544,건국대,general,서울특별시 광진구 능동로 117 (화양동),37.5415592,127.0711244
138,1458,어린이대공원역,general,서울특별시 광진구 능동로 243 (군자동),37.551946,127.076404
139,1414,아차산역,general,서울특별시 광진구 천호대로 676 (구의동),37.550627971861786,127.08996418808603
140,1278,올림픽대교북단,general,서울특별시 광진구 광나루로 608 (구의동),37.541129,127.09524
141,921,구의DT,generalDT,서울특별시 광진구 광나루로 519 (구의동),37.54529838924125,127.0871967283424
142,882,자양사거리,general,서울특별시 광진구 아차산로 355,37.5371158,127.0825821
143,761,군자역,general,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,37.557039737222325,127.07888067387708
144,659,광나루,general,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",37.5473711178786,127.106048727555
145,139,건대스타시티,general,서울특별시 광진구 아차산로 262 (자양동),37.538544,127.073009
146,297,건대입구,general,서울특별시 광진구 능동로 107 (화양동),37.5406604,127.07072249999999
147,488,구의역,general,서울특별시 광진구 아차산로 373 (구의동),37.53698,127.084015
148,517,광장,general,서울특별시 광진구 아차산로 537-17 (광장동),37.54261257747251,127.09964053100874
149,528,건국클래식,general,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,37.538466,127.071271
150,1925,건대후문,general,서울특별시 광진구 능동로 172 (화양동),37.54603056145237,127.07381934747977
151,1945,중곡역,general,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",37.565057005115804,127.08445231025851
152,1677,자양이마트,general,서울특별시 광진구 아차산로 272 (자양동) 지하1층,37.537817,127.072597
153,1936,자양역,general,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",37.532684640479,127.067878503557
154,2247,화양삼거리,general,서울특별시 광진구 광나루로 374 (화양동),37.54774853077512,127.07126924540047
155,1802,군자사거리,general,서울특별시 광진구 천호대로 549 (중곡동) 1층,37.55769507399991,127.079087912222
156,1637,금천구청역,general,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",37.45588672536701,126.89568245942294
157,1405,가산에스케이,general,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",37.48082408602027,126.88100079322535
158,1218,독산사거리,general,서울특별시 금천구 시흥대로 426 (독산동),37.47158263368701,126.89860551804541
159,1184,금천시흥,general,서울특별시 금천구 시흥대로 164 (시흥동),37.44875938266414,126.90323875981919
160,1076,가산디지털단지역,general,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",37.48135375445197,126.88358906045958
161,778,금천독산,general,서울특별시 금천구 두산로 70 (독산동),37.46957081,126.89565779
162,227,가산디지털,general,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",37.480050688166365,126.88246896653567
163,555,마리오아울렛,general,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,37.47860691180926,126.88484825777416
164,364,가산브이타워,general,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",37.47700409645337,126.88355058577785
165,340,가산그레이트,general,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",37.47955080325422,126.88727191931528
166,1927,독산역,general,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",37.46770966619833,126.88767404102677
167,1979,가산현대아울렛,general,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",37.477680443,126.888840553
168,2200,가산케이에스,general,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",37.48089352069766,126.88515566597013
169,1616,월계역,general,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",37.6295,127.0574
170,1475,월계트레이더스,general,서울특별시 노원구 마들로3길 15 (월계동),37.627606612022284,127.06175038608296
171,1484,상계초교사거리,general,서울특별시 노원구 노원로 449 (상계동),37.656776,127.066442
172,1379,공릉DT,generalDT,서울특별시 노원구 동일로 1015 (공릉동),37.6206884,127.0743116
173,1266,노원마들역,general,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",37.661071053179306,127.05800975571613
174,1244,공릉역,general,서울특별시 노원구 동일로 1081 (공릉동),37.626337,127.072252
175,120,은행사거리,general,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",37.65048737,127.0759861
176,540,노원KT,general,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",37.654562,127.063617
177,498,광운대,general,서울특별시 노원구 석계로 104 (월계동),37.6231479,127.06070090000003
178,574,중계역,general,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",37.64817,127.062244
179,596,노원역,general,서울특별시 노원구 동일로 1413 (상계동) 1층,37.654751,127.060034
180,587,월계이마트,general,서울특별시 노원구 마들로3길 15 (월계동),37.627032060991375,127.06207842795457
181,1805,태릉입구역DT,generalDT,서울특별시 노원구 화랑로 469 (공릉동),37.61942,127.07932
182,2035,노원상계,general,서울특별시 노원구 동일로215길 2 (상계동),37.651535,127.061026
183,1511,창동이마트,general,서울특별시 도봉구 노해로65길 4 (창동),37.651658491435505,127.04686598939148
184,698,쌍문역,general,서울특별시 도봉구 도봉로 480 (창동),37.648456,127.034783
185,2220,도봉구청,general,서울특별시 도봉구 마들로 665 (도봉동),37.6695034764443,127.04603799266
186,1801,쌍문도봉로,general,서울특별시 도봉구 도봉로 444 (창동),37.6453516,127.0331011
187,2111,도봉로DT,generalDT,서울특별시 도봉구 도봉로 635 (쌍문동),37.6611805929041,127.041630065957
188,1953,방학역,general,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",37.6653125,127.0433125
189,2177,창동역,general,서울특별시 도봉구 마들로13길 61 (창동),37.6545021055909,127.049672533607
190,1553,노량진동,general,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",37.513068,126.946537
191,1533,남성역,general,서울특별시 동작구 사당로 219 (사당동),37.4841198,126.9725739
192,1657,상도역,general,서울특별시 동작구 상도로37길 1 (상도1동),37.5031936,126.9484581
193,1466,보라매공원R,reserve,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",37.49191014040362,126.92354836012281
194,1439,이수자이,general,서울특별시 동작구 사당로 300 (사당동 이수자이),37.484414,126.980047
195,1357,노량진역,general,서울특별시 동작구 노량진로 134 (노량진동),37.51339,126.940879
196,1272,신대방삼거리역,general,서울특별시 동작구 상도로 102 (상도동),37.50034872148687,126.93198758957686
197,1126,중앙대,general,서울특별시 동작구 흑석로 75-1 (흑석동),37.506933,126.958125
198,1015,숭실대입구역,general,서울특별시 동작구 상도로 354 (상도동),37.4968346,126.95271230000003
199,10,숭실대,general,서울특별시 동작구 사당로 4 (상도동),37.49538073,126.9548891
200,307,사당역,general,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",37.47849216,126.9813456
201,1555,서강대프라자,general,서울특별시 마포구 백범로 35 (신수동),37.551073,126.943096
202,1490,상암YTN,general,서울특별시 마포구 상암산로 76 (상암동),37.579314265546294,126.89221044590168
203,1428,마포용강동,general,서울특별시 마포구 토정로 295 (용강동),37.541186,126.942209
204,1322,홍대입구역사거리R,reserve,서울특별시 마포구 양화로 125 (서교동),37.554636,126.92036
205,1335,마포경찰서후문,general,서울특별시 마포구 마포대로 173-14 (아현동),37.550800,126.953432
206,1323,공덕,general,서울특별시 마포구 마포대로 130 (공덕동),37.545913,126.952956
207,1366,합정폴리스R,reserve,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",37.5509,126.9134
208,1285,홍대공항철도역,general,서울특별시 마포구 양화로 178 (동교동),37.557491,126.925146
209,1123,마포염리,general,서울특별시 마포구 독막로 311 (염리동),37.543876,126.94768
210,1157,서강광흥창역,general,서울특별시 마포구 서강로 69 (창전동),37.549377,126.931661
211,1079,합정,general,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",37.54997888236882,126.91254036891405
212,1137,서강대흥역,general,서울특별시 마포구 백범로 89-5 (대흥동),37.548178,126.941576
213,1031,서교동사거리,general,서울특별시 마포구 양화로 105 (서교동),37.553376,126.918564
214,1069,상암사보이시티,general,서울특별시 마포구 월드컵북로54길 17 (상암동),37.581462210224295,126.88878549621795
215,1067,신촌오거리,general,서울특별시 마포구 신촌로16길 10 (노고산동),37.555137,126.934694
216,910,상암디지털큐브,general,서울특별시 마포구 상암산로 34,37.57613521806125,126.88892643460335
217,943,상수역,general,서울특별시 마포구 독막로 88 (상수동),37.5474817,126.92321579999998
218,949,공덕오거리,general,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,37.5424641,126.95057730000008
219,793,서강대,general,서울특별시 마포구 백범로 23 (신수동),37.5524584,126.9378262
220,803,상암MBC,general,서울특별시 마포구 성암로 267 (상암동),37.58094223885055,126.89158543354138
221,680,홍대역,general,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",37.557175,126.923654
222,644,동교,general,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",37.556928,126.919819
223,70,애오개역,general,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",37.5523207784261,126.955694482104
224,88,상암DMC,general,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",37.57770031657981,126.8909363638002
225,87,마포일진빌딩,general,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",37.54043451,126.9463168
226,84,마포아크로,general,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,37.5413348427548,126.948866602054
227,397,홍대삼거리,general,서울특별시 마포구 와우산로 64 (상수동),37.55024764,126.9232823
228,358,망원역,general,서울특별시 마포구 월드컵로 74 (서교동),37.555829,126.910637
229,472,마포이마트,general,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,37.542421,126.953341
230,546,합정메세나몰,general,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",37.55005846963587,126.91355876250871
231,1970,아현역대로,general,서울특별시 마포구 신촌로 262 (아현동),37.557097,126.954834
232,1987,디지털미디어시티역,general,서울특별시 마포구 성암로 179 (상암동),37.57614872684475,126.89894785452836
233,1756,홍대역8번출구,generalWT,서울특별시 마포구 양화로 166 (동교동),37.556743503599,126.924166543608
234,2001,합정푸르지오,general,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",37.55094290761422,126.9124826592047
235,2108,홍대동교,general,서울특별시 마포구 양화로 192 (동교동),37.5583280533329,126.926246501876
236,1885,망원한강공원,general,서울특별시 마포구 마포나루길 435 (망원동),37.55397484916793,126.89592784171348
237,2287,마포구청역,general,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,37.5649569864623,126.902554646241
238,1510,가재울뉴타운,general,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",37.57507214454173,126.91635993282007
239,1656,남가좌사거리,general,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",37.577386,126.920815
240,1293,신촌역,general,서울특별시 서대문구 신촌로 73 (창천동),37.55625738,126.934653
241,1178,연희동,general,서울특별시 서대문구 연희로 97 (연희동),37.566702,126.930475
242,1231,아현역,general,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",37.558421,126.956349
243,1193,홍제역,general,서울특별시 서대문구 통일로 451 (홍제동),37.588658,126.943864
244,993,연세백양로,general,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,37.562874457,126.937440049
245,911,연희DT,generalDT,서울특별시 서대문구 연희로 144 (연희동),37.5702143,126.9339777
246,33,경기대,general,서울특별시 서대문구 충정로 53 (충정로2가),37.56367995,126.9646045
247,177,신촌,general,서울특별시 서대문구 연세로 10-1 (창천동),37.55648577,126.9371155
248,149,이대R,reserve,서울특별시 서대문구 이화여대길 34 (대현동),37.55848315,126.9459643
249,141,연세종합관,general,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",37.561468543,126.941119654
250,134,이대ECC,general,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,37.561631,126.94735
251,443,연대,general,서울특별시 서대문구 연세로 35 (창천동),37.558706,126.936727
252,487,충정로역,general,서울특별시 서대문구 충정로 23,37.56137,126.963219
253,453,연대동문,general,서울특별시 서대문구 성산로 565 (대신동),37.56648507,126.9463253
254,353,신촌명물거리,general,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",37.557768434,126.938154503
255,326,충정타워,general,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",37.559869,126.964110
256,2067,이대역,general,서울특별시 서대문구 신촌로 183 (대현동),37.5570861,126.9462802
257,1909,북가좌DT,generalDT,서울특별시 서대문구 응암로 85 (북가좌동),37.580758,126.911478
258,1763,현대신촌,general,서울특별시 서대문구 신촌로 83 (창천동),37.5560830579515,126.935844876509
259,1550,방배로,general,서울특별시 서초구 방배로 52 (방배동),37.4793434,126.9994968
260,1382,강남교보타워R,reserve,서울특별시 서초구 강남대로 465 (서초동),37.5037107773698,127.024335263404
261,1362,방배다이치빌딩,general,서울특별시 서초구 방배로 114 (방배동),37.484329,126.995872
262,1353,센트럴F1,general,서울특별시 서초구 신반포로 176 (반포동),37.505148,127.004395
263,1354,서초역이화빌딩,general,서울특별시 서초구 반포대로21길 3 (서초동),37.487931,127.009126
264,1324,서초구청,general,서울특별시 서초구 남부순환로 2557 (서초동),37.484353839,127.030090489
